First Priority,Second Priority,Third Priority,Score,Year
BSN,BSBio,AB Pol Sci,71,2018
BAB,ABFL,BAJ,71,2018
BSTM,BCAED,ABFL,71,2018
BSN,BSBio,BAB,71,2018
BSIT,AB Pol Sci,BSCS,71,2018
BSTM,BSN,BSIT,71,2018
BSTM,BPA,BSED-Soc Stud,71,2018
BSBA-FM,BSBA-OM,BSTM,71,2018
BSBA-FM,BSTM,BSBA-OM,71,2018
BSED-Eng,BSIT,BEED,71,2018
BSBA-FM,BSTM,BSN,71,2018
BSIT,BSIS,BCAED,71,2018
BSED-Sci,BSED-Soc Stud,BEED,71,2018
BSEd-Math,BSBA-FM,BSAM,71,2018
BSN,BSBio,BSIT,71,2018
BSTM,BSHM,BSBA-FM,71,2018
BSBA-FM,BSED-Fil,BEED,71,2018
BSED-Eng,BSBA-FM,BSIT,71,2018
BSBA-OM,Not Indicated,Not Indicated,71,2018
BSED-Eng,BEED,BAJ,71,2018
BSN,BSBio,BSIT,71,2018
BSBA-FM,BSBA-OM,BSTM,71,2018
BSBA-FM,BSTM,BSHM,71,2018
BSIT,BSIS,BSDC,71,2018
BSED-Eng,ABELS,BSTM,71,2018
BSN,BSTM,BSBA-OM,71,2018
BSEd-Math,BSBA-OM,Not Indicated,71,2018
BSED-Eng,BEED,BSTM,71,2018
BSNED-Gen,BSN,ABFL,71,2018
BSN,BSBio,BSHM,71,2018
BSBA-FM,BSIT,BEED,71,2018
BSHM,BSTM,Not Indicated,71,2018
BSTM,BSBA-FM,BSCM,71,2018
BSEd-Math,BSIT,BPA,71,2018
BSTM,BSBA-FM,Not Indicated,71,2018
BSHM,BSTM,BSBA-FM,71,2018
BPEDD,BPA,BCAED,71,2018
BSEd-Math,BEED,BSED-Fil,71,2018
BSHM,BSTM,BSBA-FM,71,2018
BSCM,BSBA-FM,BSTM,71,2018
BSHM,BSTM,ABFL,71,2018
BSN,BSBio,BSDC,71,2018
BPA,BPEDD,BSED-Soc Stud,71,2018
BSBio,BSED-Soc Stud,BSBio,71,2018
BSCM,BSBA-OM,BSN,71,2018
BEEd,BSED-Eng,BSBA-FM,71,2018
AB Pol Sci,BSDC,Not Indicated,71,2018
BECEd,BEED,BAJ,71,2018
BSN,BSIT,BSTM,71,2018
BSN,BSHM,BSBio,71,2018
BPA,BSED-Soc Stud,BSESS,71,2018
BSED-Eng,BEED,BPEDD,71,2018
BSIT,BSN,BPEDD,71,2018
BSN,BSBio,BSTM,71,2018
BSED-Eng,BSIT,BEED,71,2018
BSEMC,BAB,BSESS,71,2018
BSTM,BSED-Fil,BSN,71,2018
BSTM,BSESS,BPEDD,70,2018
BSTM,ABELS,BAB,70,2018
BSHM,BSBA-FM,Not Indicated,70,2018
BSTM,BSED-Eng,BPEDD,70,2018
BSED-Fil,BSED-Eng,BSBA-FM,70,2018
BSBA-FM,BSAM,AB Pol Sci,70,2018
BSHM,BSN,BSTM,70,2018
BSIS,BSIT,BSCS,70,2018
BSBA-OM,BSBA-FM,BSHM,70,2018
BSBA-OM,BSED-Soc Stud,BSIT,70,2018
BSED-Eng,BAB,BSN,70,2018
ABFL,AB Pol Sci,BSED-Eng,70,2018
BSTM,ABFL,BSED-Soc Stud,70,2018
BSBA-FM,BSBA-OM,BSTM,70,2018
BSBA-FM,BSAM,BSEd-Math,70,2018
BSED-Fil,BSED-Soc Stud,BSESS,70,2018
BPEDD,BCAED,BSED-Soc Stud,70,2018
BSHM,BSTM,BSIT,70,2018
BSHM,BSTM,BPA,70,2018
BPEDD,BEED,BPA,70,2018
BSN,BSED-Eng,BSTM,70,2018
BPA,BECEd,BAB,70,2018
BSESS,BCAED,ABELS,70,2018
BEEd,BSED-Fil,BSTM,70,2018
BSED-Eng,BSBA-FM,BSHM,70,2018
BEEd,BSHM,BSED-Fil,70,2018
BSBA-OM,BSTM,BSDC,70,2018
BSBA-FM,BSN,BSED-Eng,70,2018
BSBA-FM,BSTM,BSCM,70,2018
BSHM,BSED-Sci,BSN,70,2018
BSTM,BSN,BSDC,70,2018
BEEd,BECEd,BSNED-Gen,70,2018
BSN,BPA,BSIT,70,2018
BSN,BSED-Eng,BSTM,70,2018
BSBA-FM,BSIT,BSBA-OM,70,2018
BSIT,BSEMC,BSIS,70,2018
BSN,BSBio,Not Indicated,70,2018
BSN,Not Indicated,Not Indicated,70,2018
BSBA-FM,BSN,BSTM,70,2018
BSN,BSBA-FM,BSED-Eng,70,2018
BSBA-FM,BSIT,BSESS,70,2018
BSBA-OM,BSBA-FM,BSTM,70,2018
BPA,BSESS,BPEDD,70,2018
ABELS,BSED-Eng,BEED,70,2018
BSBA-FM,BSTM,BSBA-OM,70,2018
BSBA-FM,BSTM,BSBA-OM,70,2018
BEEd,BSED-Eng,BSED-Fil,70,2018
BSIT,BEED,BPA,70,2018
BSN,BSBio,AB Pol Sci,70,2018
BSBA-FM,BSED-Soc Stud,Not Indicated,70,2018
BSN,BSTM,BECEd,70,2018
BSED-Eng,ABELS,BSIT,70,2018
BSIT,BSIS,BLIS,70,2018
BSIS,AB Pol Sci,BSBio,70,2018
BSHM,BSBA-FM,BSBA-OM,70,2018
BSBA-FM,BSCS,BEED,70,2018
BSBA-OM,BSTM,BSHM,70,2018
BSBA-OM,BSHM,BSTM,70,2018
BSBA-FM,BSCM,Not Indicated,70,2018
BSBA-FM,ABFL,BSED-Eng,70,2018
BSN,BSCM,Not Indicated,70,2018
BECEd,BEED,BSBA-OM,70,2018
BPEDD,BCAED,BSTM,70,2018
BPEDD,BSN,BSTM,70,2018
BSHM,BSED-Eng,ABELS,70,2018
BSED-Fil,BSN,BEED,70,2018
BPA,BPEDD,BSBA-FM,70,2018
BSBA-FM,BSHM,BSBA-OM,70,2018
BSED-Sci,BSNEd-TDHL,BSEd-Math,70,2018
BAB,BSBA-OM,ABFL,70,2018
BSN,ABFL,AB Pol Sci,70,2018
BSN,BSBio,BSTM,70,2018
BSBA-OM,BSED-Eng,BSIT,70,2018
BSTM,BSBA-FM,BSHM,70,2018
BEEd,BSIT,BPA,70,2018
BSN,BPEDD,BSIT,70,2018
BSBA-FM,BSBA-OM,ABFL,70,2018
BSN,BSBio,BSHM,70,2018
BSED-Fil,BSTM,BEED,70,2018
BSBio,BSED-Sci,BSN,70,2018
BECEd,BLIS,BSBA-FM,70,2018
BSN,BSBA-FM,BSTM,70,2018
BSBA-FM,BSED-Eng,BSN,70,2018
BSBA-FM,BSIS,BSTM,70,2018
BSHM,BSIT,ABFL,70,2018
BSED-Eng,BSESS,Not Indicated,70,2018
BPEDD,BSESS,BSN,70,2018
BSBio,BSBA-OM,BSN,70,2018
BSBA-OM,BSTM,BSBio,70,2018
BSN,BSBio,BSCS,70,2018
BSTM,BSED-Fil,BAB,70,2018
BSN,BSBA-FM,BSHM,70,2018
BSN,BSIT,BSHM,70,2018
BPEDD,BPA,BSIT,70,2018
BSHM,BSIT,BSED-Soc Stud,70,2018
BSBA-OM,BSTM,BSHM,70,2018
BSTM,BSN,BSHM,70,2018
BSIT,BSBA-OM,BSTM,70,2018
BSED-Eng,BAJ,BSED-Fil,70,2018
BSED-Soc Stud,BPEDD,BSEMC,70,2018
BSBA-FM,BSEd-Math,BSN,70,2018
BSN,BSBio,BSAM,70,2018
BSIS,ABFL,BSBio,70,2018
BSTM,BSHM,BSBA-FM,70,2018
BPA,BPEDD,BCAED,70,2018
BSTM,BPA,BAJ,70,2018
BSTM,BSESS,BSN,70,2018
AB Pol Sci,BSBio,BSDC,70,2018
BSBA-FM,BPA,BSEd-Math,70,2018
BSBA-FM,BSBA-OM,AB Pol Sci,70,2018
BSEd-Math,BSBA-FM,BSTM,70,2018
BSTM,BSHM,BSBA-OM,69,2018
BSBio,BSED-Sci,ABFL,69,2018
BSN,BSTM,BSNED-Gen,69,2018
BSCS,BSIT,BSIS,69,2018
BSIT,BSIS,BSCS,69,2018
BSIT,BSIS,ABFL,69,2018
BSBio,BSED-Sci,BSED-Soc Stud,69,2018
BSNED-Gen,BSED-Soc Stud,BPEDD,69,2018
BSEd-Math,BSNED-Gen,BSED-Soc Stud,69,2018
BSESS,BPEDD,BSED-Soc Stud,69,2018
BSTM,BCAED,BSN,69,2018
BSED-Fil,BEED,AB Pol Sci,69,2018
BSTM,BSBio,ABFL,69,2018
ABFL,ABELS,BSN,69,2018
BSED-Soc Stud,BSNEd-TDHL,BSED-Fil,69,2018
BSED-Soc Stud,BPEDD,BEED,69,2018
BSBA-FM,BSHM,BSTM,69,2018
BSHM,BSTM,BEED,69,2018
BSBA-FM,BSHM,BSCM,69,2018
BSTM,BEED,BECEd,69,2018
BEEd,BPEDD,BSED-Soc Stud,69,2018
BEEd,BECEd,BSED-Fil,69,2018
BSIT,BSCS,BSEMC,69,2018
BSBA-FM,BSAM,BAJ,69,2018
BSBA-OM,BEED,BSCM,69,2018
BSBA-FM,BSBA-OM,BSHM,69,2018
BSTM,BSED-Fil,BSIT,69,2018
BSEd-Math,BSIT,BPA,69,2018
BEEd,BPEDD,Not Indicated,69,2018
BSTM,BCAED,BAB,69,2018
BEEd,BSED-Eng,AB Pol Sci,69,2018
BPA,BSED-Eng,BAB,69,2018
BSBA-FM,BSTM,BSAM,69,2018
BSBA-FM,BSCM,BSAM,69,2018
BSN,BSTM,BSHM,69,2018
BSN,BSBA-OM,BSHM,69,2018
BSED-Soc Stud,BPEDD,BAB,69,2018
BSED-Fil,AB Pol Sci,BSED-Soc Stud,69,2018
BSN,BSED-Eng,BSBio,69,2018
BECEd,BEED,BSBA-FM,69,2018
BSTM,BCAED,Not Indicated,69,2018
BEEd,BSED-Eng,BSBio,69,2018
BSHM,BSTM,BSHM,69,2018
BSIT,Not Indicated,Not Indicated,69,2018
BEEd,BCAED,BPA,69,2018
BSED-Eng,BECEd,BEED,69,2018
BSBA-FM,BSTM,BSHM,69,2018
BSN,BSBA-FM,BEED,69,2018
BPEDD,BPA,BSIT,69,2018
BSN,BSBio,BECEd,69,2018
BSHM,BSN,BPA,69,2018
BSEd-Math,BEED,BSAM,69,2018
BSHM,BPEDD,BEED,69,2018
BSEMC,BSIT,Not Indicated,69,2018
BSN,BSBA-FM,BSTM,69,2018
BSEd-Math,BSAM,BSIS,69,2018
BSTM,BSED-Fil,BSIT,69,2018
BSED-Sci,BSED-Fil,BSCS,69,2018
BSED-Eng,BSED-Fil,BEED,69,2018
BSIT,BSED-Soc Stud,BSTM,69,2018
BLIS,BSIS,BSTM,69,2018
BSBA-FM,BSIT,BSTM,69,2018
BSIT,BSCS,BSESS,69,2018
BSED-Eng,BSBio,BSN,69,2018
BSHM,BSTM,Not Indicated,69,2018
BPEDD,BSIT,BSCS,69,2018
BSIT,BSCS,BSHM,69,2018
BSIT,BSBA-FM,BSIS,69,2018
BSBA-FM,BSEd-Math,BSN,69,2018
BSBA-FM,BSBA-OM,BSHM,69,2018
BSCS,BSIT,BSESS,69,2018
BSTM,BSED-Sci,BSBA-OM,69,2018
BPEDD,BPA,BSESS,69,2018
BPEDD,BSED-Fil,BSESS,69,2018
BSED-Eng,BSHM,BEED,69,2018
BEEd,BPEDD,BSED-Eng,69,2018
BSN,BSBio,BSBA-FM,69,2018
BSTM,BSIT,BSHM,69,2018
BSBA-FM,BSCM,BSAM,69,2018
BSHM,BSTM,BSIS,69,2018
BSN,BSBio,BSBA-OM,69,2018
BPA,BPEDD,BSED-Fil,69,2018
ABFL,BSED-Soc Stud,BAB,69,2018
BSTM,BPEDD,BSN,69,2018
BSESS,BSBio,BEED,69,2018
BSED-Sci,BPEDD,Not Indicated,69,2018
BSN,BSCS,Not Indicated,69,2018
BSBio,BSN,AB Pol Sci,69,2018
BSIT,BSIS,BSCS,69,2018
BSBA-FM,BSTM,BSHM,69,2018
BSBA-FM,BSCS,BSBio,69,2018
BSCS,BSEd-Math,BSIT,69,2018
BSBA-FM,BAB,Not Indicated,69,2018
BSED-Sci,ABELS,ABFL,69,2018
BSED-Sci,BSBio,BPEDD,69,2018
BSCS,BSIT,BSAM,69,2018
BSED-Eng,BSTM,ABELS,69,2018
BSBA-OM,BSBA-FM,BSTM,69,2018
BSBA-FM,BSBio,BSIT,69,2018
BPEDD,BSED-Fil,BSTM,69,2018
BSN,BSBio,BPA,69,2018
BSN,BSBio,BSBA-FM,69,2018
BSN,BSBio,BSTM,69,2018
BSBA-FM,BSIT,BSCS,69,2018
BSBA-FM,BSTM,BPEDD,69,2018
BPA,BSHM,BEED,69,2018
BSIT,BEED,BSCS,69,2018
BSTM,BSIT,BSHM,69,2018
BSBA-FM,BSTM,BSBio,69,2018
BPEDD,BSTM,BSN,69,2018
AB Pol Sci,BSED-Sci,BSHM,69,2018
BSBA-FM,BSAM,BSEd-Math,69,2018
ABFL,BSBA-FM,BSBio,69,2018
BSTM,BSIT,BSN,69,2018
BSESS,BPEDD,Not Indicated,69,2018
BSED-Eng,ABELS,ABFL,69,2018
BSHM,Not Indicated,Not Indicated,69,2018
BSTM,BSIT,BPA,68,2018
BSNEd-TDHL,BSED-Fil,BPEDD,68,2018
BSBA-FM,BSIT,BSBA-OM,68,2018
BSN,BSED-Eng,BEED,68,2018
BSIT,BSTM,BSCS,68,2018
BEEd,BSED-Soc Stud,BSED-Eng,68,2018
BSED-Fil,BEED,BAB,68,2018
BSED-Eng,BSED-Fil,BSED-Sci,68,2018
BSBA-FM,BSN,BSIT,68,2018
BSIT,BSBA-OM,BSED-Fil,68,2018
BSED-Eng,BPA,BPEDD,68,2018
BSBA-FM,BSED-Fil,BSAM,68,2018
BSED-Soc Stud,ABFL,BEED,68,2018
BPEDD,BPA,BSNED-Gen,68,2018
BSED-Soc Stud,ABELS,AB Pol Sci,68,2018
BSTM,BSHM,BSBA-FM,68,2018
BSBA-FM,BSCM,BSTM,68,2018
BSIT,BSED-Soc Stud,AB Pol Sci,68,2018
BSED-Soc Stud,BSTM,ABFL,68,2018
BSBA-FM,BSHM,BSTM,68,2018
BSED-Soc Stud,BSBA-FM,BSTM,68,2018
BPEDD,BSESS,Not Indicated,68,2018
BSBA-OM,Not Indicated,BSEd-Math,68,2018
BSBA-FM,BSBA-OM,BSTM,68,2018
BSTM,BSN,BSBA-OM,68,2018
BSN,BPEDD,BSTM,68,2018
BSBA-FM,BSBA-OM,BSAM,68,2018
BSIT,BSHM,BEED,68,2018
BSTM,BSHM,BSIT,68,2018
BSN,BPEDD,BSIT,68,2018
BSHM,BSED-Eng,BSBA-FM,68,2018
BSNED-Gen,BSTM,BSHM,68,2018
BEEd,BSIT,BSBA-FM,68,2018
ABFL,BSBA-FM,BSIT,68,2018
BSHM,BSTM,Not Indicated,68,2018
BSBA-OM,BSED-Fil,BSCS,68,2018
BSBA-OM,BSBA-FM,BSCM,68,2018
BSIT,BAJ,BLIS,68,2018
BSN,BSBA-FM,BSTM,68,2018
BPA,BPEDD,BCAED,68,2018
BSTM,BAJ,AB Pol Sci,68,2018
BSN,BSCS,BSIT,68,2018
BSN,BSBio,BSBA-FM,68,2018
BSESS,BPEDD,BSED-Eng,68,2018
BSED-Fil,BEED,BSHM,68,2018
BSED-Soc Stud,BSEd-Math,BSED-Fil,68,2018
BSIT,BSCS,BSEMC,68,2018
BSED-Soc Stud,BSNED-Gen,BSBio,68,2018
BECEd,BPA,BSEd-Math,68,2018
BPA,AB Pol Sci,BSED-Eng,68,2018
BSED-Sci,BSHM,BSTM,68,2018
BSN,BSBio,ABFL,68,2018
BSHM,BSTM,BSIT,68,2018
BSTM,BSHM,BSBA-FM,68,2018
BSN,BSBio,Not Indicated,68,2018
BSNEd-TDHL,BSTM,BSHM,68,2018
BSN,BSTM,BSCS,68,2018
BSN,BSHM,BAB,68,2018
BSN,BSBio,BSTM,68,2018
BSED-Fil,BSED-Soc Stud,BSHM,68,2018
BSED-Soc Stud,BSHM,BSBio,68,2018
BEEd,BSIT,BSAM,68,2018
BEEd,BSHM,BAB,68,2018
BSN,BSHM,Not Indicated,68,2018
BSED-Soc Stud,BSBA-FM,BSCM,68,2018
BSBio,AB Pol Sci,BAB,68,2018
BSTM,BSBA-FM,BSBio,68,2018
BPEDD,BPA,BSESS,68,2018
BSN,Not Indicated,Not Indicated,68,2018
BAB,BSED-Eng,BSNEd-TDHL,68,2018
BSBA-FM,ABFL,BSCS,68,2018
BSBio,BSN,BSAM,68,2018
BSN,ABFL,BSBio,68,2018
BSTM,BSN,BSBA-FM,68,2018
BSBA-FM,BSN,BAJ,68,2018
BEEd,BSED-Fil,BECEd,68,2018
BSTM,BSED-Eng,BSN,68,2018
BSN,BSBA-FM,AB Pol Sci,68,2018
BSED-Fil,BEED,BSTM,68,2018
BSN,BSTM,BSHM,68,2018
BSN,BSBA-OM,BSTM,68,2018
BSIT,BSBA-FM,BSHM,68,2018
BSBA-OM,BSTM,BSDC,68,2018
BSTM,BSN,BSHM,68,2018
BSN,BSBio,BSED-Eng,68,2018
BEEd,BSED-Sci,BSED-Soc Stud,68,2018
BSTM,BSHM,BSESS,68,2018
BPEDD,BPA,BSTM,68,2018
BSN,BSBio,BSIT,68,2018
BSN,BSTM,BSBA-FM,68,2018
BSED-Eng,AB Pol Sci,ABFL,68,2018
BSHM,BSED-Soc Stud,BSED-Fil,68,2018
BSHM,BSTM,BSED-Eng,68,2018
BSTM,BSIT,BEED,68,2018
BSBA-FM,BSIT,BSCS,68,2018
BSIS,BSHM,BSTM,68,2018
BSN,BSTM,BSHM,68,2018
BPA,BSBA-FM,BSTM,68,2018
BSTM,ABELS,BSHM,68,2018
BSCS,BSHM,BSIT,68,2018
BSBA-FM,BSAM,AB Pol Sci,68,2018
BSBA-OM,BSBio,BSN,68,2018
BSN,BSBio,BPEDD,68,2018
BSBA-FM,BSIT,BSTM,68,2018
BEEd,BSCM,BLIS,68,2018
BSBA-FM,BSCM,BECEd,68,2018
BSTM,BSHM,BSN,68,2018
BSCM,BEED,BECEd,68,2018
BSBA-FM,BSIT,BSCS,68,2018
BSBio,BSN,BSBA-FM,68,2018
BSN,BSBio,BSHM,68,2018
BSN,BSHM,BSIT,68,2018
ABFL,ABELS,BSTM,68,2018
BSBA-FM,BSTM,BEED,68,2018
AB Pol Sci,ABELS,BSDC,68,2018
BSN,BSBio,Not Indicated,68,2018
BSTM,BSBA-FM,BSIT,68,2018
BSBA-FM,BSBA-OM,BAB,68,2018
BCAED,BSDC,AB Pol Sci,68,2018
BSBA-FM,BSBA-OM,BSTM,68,2018
BSCS,BSBio,BSAM,68,2018
BSEd-Math,BSBA-FM,BSNED-Gen,68,2018
BSED-Fil,BSED-Soc Stud,BSTM,68,2018
BEEd,BPEDD,BSIT,68,2018
BSTM,BSHM,BSBA-FM,67,2018
BPA,BPEDD,BCAED,67,2018
BSED-Fil,AB Pol Sci,BSN,67,2018
BSED-Fil,BSTM,BSEd-Math,67,2018
BSBA-FM,BSIT,BSIS,67,2018
BSEd-Math,BSED-Soc Stud,BSED-Eng,67,2018
BSED-Eng,BSED-Fil,BSED-Soc Stud,67,2018
BSHM,BPA,BSEMC,67,2018
BPEDD,BSED-Sci,BSESS,67,2018
BSHM,BSN,BSTM,67,2018
BSIT,BSEMC,BSCS,67,2018
BSBA-FM,BSEd-Math,BPA,67,2018
BSN,BECEd,BPA,67,2018
BSED-Eng,BSTM,ABFL,67,2018
BSTM,BSHM,Not Indicated,67,2018
BSAM,BSIT,BSED-Eng,67,2018
BSTM,BSHM,BEED,67,2018
BSBA-FM,BSCS,BSHM,67,2018
BSN,BSBio,BSHM,67,2018
BSN,BSIT,BSBA-OM,67,2018
BSN,BSBio,BSCS,67,2018
BSED-Soc Stud,BEED,BAB,67,2018
BSHM,BECEd,BSIS,67,2018
BSHM,BSTM,Not Indicated,67,2018
BSN,BCAED,BPEDD,67,2018
BSBA-FM,BSBA-OM,BSHM,67,2018
BSHM,BSTM,Not Indicated,67,2018
BSED-Fil,BSEd-Math,Not Indicated,67,2018
BCAED,BSHM,BSBA-FM,67,2018
BSHM,BSTM,BSESS,67,2018
BSTM,BSHM,BSBA-FM,67,2018
BSN,ABFL,ABELS,67,2018
BSIT,ABFL,BSTM,67,2018
BSEd-Math,BSNEd-TDHL,BSHM,67,2018
BSED-Soc Stud,AB Pol Sci,ABFL,67,2018
BSN,BSIS,BSBio,67,2018
BSBA-FM,BSBA-OM,BEED,67,2018
BSBA-FM,BSBA-OM,BSCM,67,2018
BSNEd-TDHL,BSBio,BSBA-FM,67,2018
BSN,BPEDD,Not Indicated,67,2018
BSED-Soc Stud,AB Pol Sci,BSIT,67,2018
BSED-Eng,ABFL,BSBio,67,2018
BSN,BEED,BSHM,67,2018
BSN,BSBio,BSIS,67,2018
BSED-Eng,BSED-Fil,BSESS,67,2018
BSBA-FM,BSEd-Math,BSAM,67,2018
BAB,BAJ,AB Pol Sci,67,2018
BPA,BSTM,BEED,67,2018
ABFL,BSTM,BSED-Soc Stud,67,2018
BSN,BSIT,BPEDD,67,2018
BSED-Eng,BSED-Fil,BEED,67,2018
BSED-Eng,BSED-Soc Stud,BAB,67,2018
BSIT,BSCS,BPA,67,2018
BAJ,BPA,BSESS,67,2018
BPEDD,BPA,BSESS,67,2018
BSTM,BPA,ABELS,67,2018
BSHM,BSBA-FM,BSCM,67,2018
BSTM,BSIT,BSED-Fil,67,2018
BSN,BSIT,BSNEd-TDHL,67,2018
BSED-Fil,BEED,BSIT,67,2018
BSN,BSBA-FM,BSBio,67,2018
BSBA-OM,BSCS,BECEd,67,2018
BAB,BSED-Eng,BEED,67,2018
BSBA-FM,BSBA-OM,BSHM,67,2018
BSHM,BSTM,BPA,67,2018
BSED-Soc Stud,BSNED-Gen,BECEd,67,2018
BSIT,BSED-Eng,BLIS,67,2018
BSIT,BSCS,Not Indicated,67,2018
BPA,BSBA-FM,BSHM,67,2018
BSIT,BSBA-FM,BSN,67,2018
BSN,BSIT,BSCS,67,2018
BSEd-Math,BAB,BSESS,67,2018
BPA,BPEDD,Not Indicated,67,2018
BSEd-Math,BSED-Fil,BEED,67,2018
BSTM,BSBA-FM,Not Indicated,67,2018
BSN,BSTM,BPEDD,67,2018
BAJ,BAB,BSHM,67,2018
BSN,BSBio,BSED-Sci,67,2018
BSN,ABFL,BSNEd-TDHL,67,2018
BSHM,BSBA-OM,BEED,67,2018
BECEd,BSED-Eng,BEED,67,2018
BSED-Fil,ABELS,BSHM,67,2018
BSBA-FM,BSEd-Math,BPEDD,67,2018
BSIT,BSHM,BSBA-FM,67,2018
BEEd,BSED-Soc Stud,Not Indicated,67,2018
BSED-Eng,BAB,BSDC,67,2018
BSN,BSTM,BSBA-OM,67,2018
BSN,BSBio,AB Pol Sci,67,2018
BPEDD,BSESS,BEED,67,2018
BSTM,BSBA-FM,BSHM,67,2018
BSCS,BSIT,AB Pol Sci,67,2018
BEEd,BSHM,BSBio,67,2018
BSEd-Math,BEED,BSAM,67,2018
BAB,BSCS,BPA,67,2018
BSED-Soc Stud,ABFL,BPEDD,67,2018
BSED-Eng,ABELS,AB Pol Sci,67,2018
BSN,BEED,BSHM,67,2018
BSED-Eng,BSHM,BSED-Fil,67,2018
BSN,BSED-Soc Stud,BSBio,67,2018
ABFL,BSED-Sci,BSBio,67,2018
BSN,BSED-Eng,BSHM,67,2018
BSHM,BSTM,BSED-Eng,67,2018
BSN,BSHM,BSTM,67,2018
BSEd-Math,BPA,AB Pol Sci,67,2018
BSBA-FM,BSED-Eng,BPA,67,2018
BSED-Soc Stud,BEED,BSAM,67,2018
BSBA-FM,BSBA-OM,BSTM,67,2018
BSN,BSBio,Not Indicated,67,2018
BSIT,BSCS,BSEMC,66,2018
BSBA-FM,BSBA-OM,BSIT,66,2018
BSHM,BCAED,ABFL,66,2018
BECEd,BECEd,BPEDD,66,2018
BSTM,BSBA-FM,BSIT,66,2018
BSHM,BSTM,BSIT,66,2018
BSBA-FM,BSEd-Math,BSAM,66,2018
BSBA-OM,BSBA-FM,BSHM,66,2018
BEEd,BCAED,BPEDD,66,2018
BSBA-OM,BSBA-FM,BSTM,66,2018
BSBA-FM,BSIT,BPA,66,2018
BSEd-Math,BSBA-FM,BSIT,66,2018
BPA,BPEDD,BSED-Fil,66,2018
BSED-Fil,BSED-Eng,BEED,66,2018
BSN,BSCS,BSIT,66,2018
BPA,BPEDD,BSESS,66,2018
BSBA-FM,BSCM,BSTM,66,2018
BSEd-Math,BPA,BEED,66,2018
BSED-Eng,BSESS,BPA,66,2018
BSED-Soc Stud,BEED,BSIT,66,2018
BSED-Soc Stud,BEED,BAB,66,2018
BSIT,BSED-Fil,BSIT,66,2018
BSBA-OM,BSIT,BSN,66,2018
BSEd-Math,BSHM,BSED-Soc Stud,66,2018
BSED-Fil,BSBA-FM,BSIT,66,2018
BSBio,BSN,BSBA-FM,66,2018
BSTM,BSHM,BSCM,66,2018
BPEDD,BSED-Eng,BSCS,66,2018
BSN,BSHM,BPEDD,66,2018
BSTM,ABELS,BEED,66,2018
BPA,BSBA-FM,BLIS,66,2018
ABFL,BSED-Eng,Not Indicated,66,2018
BSIT,BSTM,BSED-Eng,66,2018
BSBA-FM,BSTM,BSESS,66,2018
BSHM,BSTM,Not Indicated,66,2018
BAB,AB Pol Sci,BSHM,66,2018
BSBA-FM,BSED-Eng,BSHM,66,2018
BSIT,BSBA-FM,BSIS,66,2018
BSED-Soc Stud,BSED-Sci,BSHM,66,2018
BSBA-FM,BSIT,BSTM,66,2018
BSHM,BSTM,BSCM,66,2018
BECEd,BSN,BPEDD,66,2018
BSED-Eng,BSN,BSIT,66,2018
BSN,BSTM,BSIT,66,2018
BSED-Eng,BSTM,ABELS,66,2018
BSBA-FM,BSAM,BSTM,66,2018
BSBA-FM,BSTM,BPA,66,2018
BSN,BSBio,Not Indicated,66,2018
BSBA-FM,BSEd-Math,BSAM,66,2018
BSTM,BSBA-OM,BSHM,66,2018
BSCS,BSED-Sci,BSIT,66,2018
BSN,BSEd-Math,BSBA-FM,66,2018
BECEd,BSED-Fil,BSHM,66,2018
BSHM,BSTM,BSIT,66,2018
BSN,BSIT,BAJ,66,2018
BSBA-FM,BSED-Sci,BSTM,66,2018
BSTM,BSBA-FM,BSHM,66,2018
BSBA-FM,Not Indicated,Not Indicated,66,2018
BSEMC,BSED-Eng,BSIT,66,2018
BECEd,BSTM,BSIT,66,2018
BSN,BSIT,BSTM,66,2018
BEEd,BSBio,AB Pol Sci,66,2018
BSHM,BSTM,BPEDD,66,2018
BSBA-FM,BSED-Fil,BSTM,66,2018
BSED-Soc Stud,BSTM,BPEDD,66,2018
BCAED,Not Indicated,Not Indicated,66,2018
BSBio,BSIT,BSN,66,2018
BPEDD,BPA,BEED,66,2018
BEEd,BECEd,BSED-Fil,66,2018
BSCS,BPA,Not Indicated,66,2018
BPEDD,BPA,Not Indicated,66,2018
BSBA-FM,BSN,Not Indicated,66,2018
BSTM,BPA,BEED,66,2018
BCAED,BPEDD,BSED-Eng,66,2018
BSTM,BSHM,BSIT,66,2018
BSIT,BSTM,BSBio,66,2018
BSN,BSIT,BSEMC,66,2018
BSN,BSBio,ABFL,66,2018
BECEd,BSIT,BSN,66,2018
BSED-Sci,ABFL,BSBio,66,2018
BSHM,BSCS,BSIT,66,2018
BSBA-OM,BSBA-FM,BSN,66,2018
BSN,BSBio,BSHM,66,2018
BSBio,BSED-Eng,ABFL,66,2018
BPA,BSBA-FM,BSTM,66,2018
BSEd-Math,BSIT,BSBA-FM,66,2018
BSED-Soc Stud,BAB,AB Pol Sci,66,2018
BSHM,BPEDD,BSN,66,2018
BSIT,BSIS,BSCS,66,2018
BSBA-FM,BSTM,BSEd-Math,66,2018
BSN,BSTM,BSIT,66,2018
BSTM,BSIT,BEED,66,2018
BSN,BSN,Not Indicated,66,2018
BEEd,BSIT,BSED-Eng,66,2018
BSBA-FM,BSBA-OM,BSTM,66,2018
